+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
| 164/1 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | B3 | 0030 | FFFE | ED | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 164/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | B3 | 0030 | FFFE | 00 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 165/1 |    |      |      | RFSH |    |    |     |     |      | 0015 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 165/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0015 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 166/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0015 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 166/0 |    |      |      | RFSH |    |    |     |     |      | 0015 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 167/1 |    |      |      |      |    |    |     |     |      | 0015 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 167/0 |    |      |      |      |    |    |     |     |      | 0015 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 168/1 |    |      |      |      |    |    |     |     |      | 0053 | B3 | 0030 | FFFE | B3 | 0040 | 031F | 0053 | FF FF | FF FF | OTIR         |
| 168/0 |    | MREQ |      |      | RD |    |     |     |      | 0053 | B3 | 0030 | FFFE | B3 | 0040 | 021F | 0053 | FF FF | FF FF | OTIR         |
| 169/1 |    | MREQ |      |      | RD |    |     |     |      | 0053 | CF | 0030 | FFFE | B3 | 0040 | 021F | 0053 | FF FF | FF FF | OTIR         |
| 169/0 |    | MREQ |      |      | RD |    |     |     |      | 0053 | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 170/1 |    | MREQ |      |      | RD |    |     |     |      | 0053 | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 170/0 |    |      |      |      |    |    |     |     |      | 0053 | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 171/1 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 171/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 172/1 |    |      | IORQ |      |    | WR |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 172/0 |    |      | IORQ |      |    | WR |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 173/1 |    |      | IORQ |      |    | WR |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 173/0 |    |      | IORQ |      |    | WR |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 174/1 |    |      | IORQ |      |    | WR |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 174/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 175/1 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 175/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 176/1 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 176/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 177/1 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 177/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 178/1 |    |      |      |      |    |    |     |     |      | 021F | CF | 0030 | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 178/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 002E | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 179/1 |    |      |      |      |    |    |     |     |      | 021F | CF | 002E | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 179/0 |    |      |      |      |    |    |     |     |      | 021F | CF | 002E | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 180/1 | M1 |      |      |      |    |    |     |     |      | 002E | CF | 002E | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 180/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002E | CF | 002F | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 181/1 | M1 | MREQ |      |      | RD |    |     |     |      | 002E | ED | 002F | FFFE | B3 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 181/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002E | ED | 002F | FFFE | 00 | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 182/1 |    |      |      | RFSH |    |    |     |     |      | 0016 | ED | 002F | FFFE | ED | 0040 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 182/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0016 | ED | 002F | FFFE | ED | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 183/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0016 | ED | 002F | FFFE | ED | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 183/0 |    |      |      | RFSH |    |    |     |     |      | 0016 | ED | 002F | FFFE | ED | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 184/1 | M1 |      |      |      |    |    |     |     |      | 002F | ED | 002F | FFFE | ED | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 184/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | ED | 0030 | FFFE | ED | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 185/1 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | B3 | 0030 | FFFE | ED | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 185/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | B3 | 0030 | FFFE | 00 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 186/1 |    |      |      | RFSH |    |    |     |     |      | 0017 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 186/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0017 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 187/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0017 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 187/0 |    |      |      | RFSH |    |    |     |     |      | 0017 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 188/1 |    |      |      |      |    |    |     |     |      | 0017 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 188/0 |    |      |      |      |    |    |     |     |      | 0017 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 189/1 |    |      |      |      |    |    |     |     |      | 0054 | B3 | 0030 | FFFE | B3 | 0007 | 021F | 0054 | FF FF | FF FF | OTIR         |
| 189/0 |    | MREQ |      |      | RD |    |     |     |      | 0054 | B3 | 0030 | FFFE | B3 | 0007 | 011F | 0054 | FF FF | FF FF | OTIR         |
| 190/1 |    | MREQ |      |      | RD |    |     |     |      | 0054 | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0054 | FF FF | FF FF | OTIR         |
| 190/0 |    | MREQ |      |      | RD |    |     |     |      | 0054 | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 191/1 |    | MREQ |      |      | RD |    |     |     |      | 0054 | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 191/0 |    |      |      |      |    |    |     |     |      | 0054 | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 192/1 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 192/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 193/1 |    |      | IORQ |      |    | WR |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 193/0 |    |      | IORQ |      |    | WR |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 194/1 |    |      | IORQ |      |    | WR |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 194/0 |    |      | IORQ |      |    | WR |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 195/1 |    |      | IORQ |      |    | WR |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 195/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 196/1 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 196/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 197/1 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 197/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 198/1 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 198/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 199/1 |    |      |      |      |    |    |     |     |      | 011F | 00 | 0030 | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 199/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 002E | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 200/1 |    |      |      |      |    |    |     |     |      | 011F | 00 | 002E | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 200/0 |    |      |      |      |    |    |     |     |      | 011F | 00 | 002E | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 201/1 | M1 |      |      |      |    |    |     |     |      | 002E | 00 | 002E | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 201/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002E | 00 | 002F | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 202/1 | M1 | MREQ |      |      | RD |    |     |     |      | 002E | ED | 002F | FFFE | B3 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 202/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002E | ED | 002F | FFFE | 00 | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 203/1 |    |      |      | RFSH |    |    |     |     |      | 0018 | ED | 002F | FFFE | ED | 0007 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 203/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0018 | ED | 002F | FFFE | ED | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 204/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0018 | ED | 002F | FFFE | ED | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 204/0 |    |      |      | RFSH |    |    |     |     |      | 0018 | ED | 002F | FFFE | ED | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 205/1 | M1 |      |      |      |    |    |     |     |      | 002F | ED | 002F | FFFE | ED | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 205/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | ED | 0030 | FFFE | ED | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 206/1 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | B3 | 0030 | FFFE | ED | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 206/0 | M1 | MREQ |      |      | RD |    |     |     |      | 002F | B3 | 0030 | FFFE | 00 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 207/1 |    |      |      | RFSH |    |    |     |     |      | 0019 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 207/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0019 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 208/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0019 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 208/0 |    |      |      | RFSH |    |    |     |     |      | 0019 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 209/1 |    |      |      |      |    |    |     |     |      | 0019 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 209/0 |    |      |      |      |    |    |     |     |      | 0019 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 210/1 |    |      |      |      |    |    |     |     |      | 0055 | B3 | 0030 | FFFE | B3 | 0004 | 011F | 0055 | FF FF | FF FF | OTIR         |
| 210/0 |    | MREQ |      |      | RD |    |     |     |      | 0055 | B3 | 0030 | FFFE | B3 | 0004 | 001F | 0055 | FF FF | FF FF | OTIR         |
| 211/1 |    | MREQ |      |      | RD |    |     |     |      | 0055 | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0055 | FF FF | FF FF | OTIR         |
| 211/0 |    | MREQ |      |      | RD |    |     |     |      | 0055 | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 212/1 |    | MREQ |      |      | RD |    |     |     |      | 0055 | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 212/0 |    |      |      |      |    |    |     |     |      | 0055 | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 213/1 |    |      |      |      |    |    |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 213/0 |    |      |      |      |    |    |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 214/1 |    |      | IORQ |      |    | WR |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 214/0 |    |      | IORQ |      |    | WR |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 215/1 |    |      | IORQ |      |    | WR |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 215/0 |    |      | IORQ |      |    | WR |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 216/1 |    |      | IORQ |      |    | WR |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 216/0 |    |      |      |      |    |    |     |     |      | 001F | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | OTIR         |
| 217/1 | M1 |      |      |      |    |    |     |     |      | 0030 | 07 | 0030 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 217/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0030 | 07 | 0031 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 218/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0030 | 21 | 0031 | FFFE | B3 | 0004 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 218/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0030 | 21 | 0031 | FFFE | 00 | 0004 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 219/1 |    |      |      | RFSH |    |    |     |     |      | 001A | 21 | 0031 | FFFE | 21 | 0004 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 219/0 |    | MREQ |      | RFSH |    |    |     |     |      | 001A | 21 | 0031 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 220/1 |    | MREQ |      | RFSH |    |    |     |     |      | 001A | 21 | 0031 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 220/0 |    |      |      | RFSH |    |    |     |     |      | 001A | 21 | 0031 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 221/1 |    |      |      |      |    |    |     |     |      | 0031 | 21 | 0031 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 221/0 |    | MREQ |      |      | RD |    |     |     |      | 0031 | 21 | 0032 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 222/1 |    | MREQ |      |      | RD |    |     |     |      | 0031 | 56 | 0032 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 222/0 |    | MREQ |      |      | RD |    |     |     |      | 0031 | 56 | 0032 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 223/1 |    | MREQ |      |      | RD |    |     |     |      | 0031 | 56 | 0032 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 223/0 |    |      |      |      |    |    |     |     |      | 0031 | 56 | 0032 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 224/1 |    |      |      |      |    |    |     |     |      | 0032 | 56 | 0032 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 224/0 |    | MREQ |      |      | RD |    |     |     |      | 0032 | 56 | 0033 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 225/1 |    | MREQ |      |      | RD |    |     |     |      | 0032 | 00 | 0033 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 225/0 |    | MREQ |      |      | RD |    |     |     |      | 0032 | 00 | 0033 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 226/1 |    | MREQ |      |      | RD |    |     |     |      | 0032 | 00 | 0033 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 226/0 |    |      |      |      |    |    |     |     |      | 0032 | 00 | 0033 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD HL,0056h  |
| 227/1 | M1 |      |      |      |    |    |     |     |      | 0033 | 00 | 0033 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 227/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0033 | 00 | 0034 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 228/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0033 | 06 | 0034 | FFFE | 21 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 228/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0033 | 06 | 0034 | FFFE | 00 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 229/1 |    |      |      | RFSH |    |    |     |     |      | 001B | 06 | 0034 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 229/0 |    | MREQ |      | RFSH |    |    |     |     |      | 001B | 06 | 0034 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 230/1 |    | MREQ |      | RFSH |    |    |     |     |      | 001B | 06 | 0034 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 230/0 |    |      |      | RFSH |    |    |     |     |      | 001B | 06 | 0034 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 231/1 |    |      |      |      |    |    |     |     |      | 0034 | 06 | 0034 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 231/0 |    | MREQ |      |      | RD |    |     |     |      | 0034 | 06 | 0035 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 232/1 |    | MREQ |      |      | RD |    |     |     |      | 0034 | 03 | 0035 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 232/0 |    | MREQ |      |      | RD |    |     |     |      | 0034 | 03 | 0035 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 233/1 |    | MREQ |      |      | RD |    |     |     |      | 0034 | 03 | 0035 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 233/0 |    |      |      |      |    |    |     |     |      | 0034 | 03 | 0035 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD B,03h     |
| 234/1 | M1 |      |      |      |    |    |     |     |      | 0035 | 03 | 0035 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD C,10h     |
| 234/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0035 | 03 | 0036 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD C,10h     |
| 235/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0035 | 0E | 0036 | FFFE | 06 | 0044 | 001F | 0056 | FF FF | FF FF | LD C,10h     |
| 235/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0035 | 0E | 0036 | FFFE | 00 | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 236/1 |    |      |      | RFSH |    |    |     |     |      | 001C | 0E | 0036 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 236/0 |    | MREQ |      | RFSH |    |    |     |     |      | 001C | 0E | 0036 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 237/1 |    | MREQ |      | RFSH |    |    |     |     |      | 001C | 0E | 0036 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 237/0 |    |      |      | RFSH |    |    |     |     |      | 001C | 0E | 0036 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 238/1 |    |      |      |      |    |    |     |     |      | 0036 | 0E | 0036 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 238/0 |    | MREQ |      |      | RD |    |     |     |      | 0036 | 0E | 0037 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 239/1 |    | MREQ |      |      | RD |    |     |     |      | 0036 | 10 | 0037 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 239/0 |    | MREQ |      |      | RD |    |     |     |      | 0036 | 10 | 0037 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 240/1 |    | MREQ |      |      | RD |    |     |     |      | 0036 | 10 | 0037 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 240/0 |    |      |      |      |    |    |     |     |      | 0036 | 10 | 0037 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | LD C,10h     |
| 241/1 | M1 |      |      |      |    |    |     |     |      | 0037 | 10 | 0037 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | OTIR         |
| 241/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0037 | 10 | 0038 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | OTIR         |
| 242/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0037 | ED | 0038 | FFFE | 0E | 0044 | 031F | 0056 | FF FF | FF FF | OTIR         |
| 242/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0037 | ED | 0038 | FFFE | 00 | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 243/1 |    |      |      | RFSH |    |    |     |     |      | 001D | ED | 0038 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 243/0 |    | MREQ |      | RFSH |    |    |     |     |      | 001D | ED | 0038 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 244/1 |    | MREQ |      | RFSH |    |    |     |     |      | 001D | ED | 0038 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 244/0 |    |      |      | RFSH |    |    |     |     |      | 001D | ED | 0038 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 245/1 | M1 |      |      |      |    |    |     |     |      | 0038 | ED | 0038 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 245/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0038 | ED | 0039 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 246/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0038 | B3 | 0039 | FFFE | ED | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 246/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0038 | B3 | 0039 | FFFE | 00 | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 247/1 |    |      |      | RFSH |    |    |     |     |      | 001E | B3 | 0039 | FFFE | B3 | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
| 247/0 |    | MREQ |      | RFSH |    |    |     |     |      | 001E | B3 | 0039 | FFFE | B3 | 0044 | 0310 | 0056 | FF FF | FF FF | OTIR         |
