+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
| 511/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 512/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | ED | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 512/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 00 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 513/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 513/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 514/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 514/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 003D | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 515/1 |    |      |      |      |    |    |     |     | IFF1 | 341E | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 515/0 |    |      |      |      |    |    |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 12 | 01 00 | OUT (C),B    |
| 516/1 |    |      | IORQ |      |    | WR |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
| 516/0 |    |      | IORQ |      |    | WR |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
| 517/1 |    |      | IORQ |      |    | WR |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
| 517/0 |    |      | IORQ |      |    | WR |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
| 518/1 |    |      | IORQ |      |    | WR |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
| 518/0 |    |      |      |      |    |    |     |     | IFF1 | 341E | 34 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | OUT (C),B    |
| 519/1 | M1 |      |      |      |    |    |     |     | IFF1 | 001C | 41 | 001C | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 519/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 41 | 001D | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 520/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 41 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 520/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 00 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 521/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 521/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 522/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 522/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 003E | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 523/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | 18 | 001D | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 523/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 524/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 524/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 525/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 525/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 526/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 526/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 527/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 527/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 528/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 528/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 529/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 529/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 530/1 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 530/0 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | JR 0014h     |
| 531/1 | M1 |      |      |      |    |    |     |     | IFF1 | 0014 | F6 | 001E | 0000 | 18 | 0020 | 341E | 0059 | 34 34 | 01 00 | LD C,1Ch     |
|                                                                                                                                                 | <- set io| 531/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 532/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 18 | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 532/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 00 | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 533/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 533/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 534/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 534/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 003F | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 535/1 |    |      |      |      |    |    |     |     | IFF1 | 0015 | 0E | 0015 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 535/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 0E | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 536/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 536/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 537/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 537/0 |    |      |      |      |    |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | LD C,1Ch     |
| 538/1 | M1 |      |      |      |    |    |     |     | IFF1 | 0016 | 1C | 0016 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 538/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | 1C | 0017 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 539/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | 0E | 0020 | 341E | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 539/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | 00 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 540/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0040 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 540/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0040 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 541/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0040 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 541/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0040 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 542/1 | M1 |      |      |      |    |    |     |     | IFF1 | 0017 | ED | 0017 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 542/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | ED | 0018 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 543/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | ED | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 543/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | 00 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 544/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 544/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 545/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 545/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0041 | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 546/1 |    |      |      |      |    |    |     |     | IFF1 | 341C | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 546/0 |    |      |      |      |    |    |     |     | IFF1 | 341C | 40 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 547/1 |    |      | IORQ |      | RD |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 547/0 |    |      | IORQ |      | RD |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 548/1 |    |      | IORQ |      | RD |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 548/0 |    |      | IORQ |      | RD |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 549/1 |    |      | IORQ |      | RD |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 549/0 |    |      |      |      |    |    |     |     | IFF1 | 341C | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | IN B,(C)     |
| 550/1 | M1 |      |      |      |    |    |     |     | IFF1 | 0018 | 56 | 0018 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 550/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 56 | 0019 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 551/1 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 40 | 0020 | 341C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 551/0 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 00 | 0020 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 552/1 |    |      |      | RFSH |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0020 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 552/0 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 553/1 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 553/0 |    |      |      | RFSH |    |    |     |     | IFF1 | 0042 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 554/1 |    |      |      |      |    |    |     |     | IFF1 | 0019 | 0E | 0019 | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 554/0 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 0E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 555/1 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
|                                                                                                                                                 | <- set z80_nmi| 555/0 |    | MREQ |      |      | RD |    |     | MNI | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 556/1 |    | MREQ |      |      | RD |    |     | MNI | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 556/0 |    |      |      |      |    |    |     | MNI |      | 0019 | 1E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | LD C,1Eh     |
| 557/1 | M1 |      |      |      |    |    |     | MNI |      | 001A | 1E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | OUT (C),B    |
|                                                                                                                                                 | <- set z80_nmi| 557/0 | M1 | MREQ |      |      | RD |    |     |     |      | 001A | 1E | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 558/1 | M1 | MREQ |      |      | RD |    |     |     |      | 001A | ED | 001A | 0000 | 0E | 0004 | 561C | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 558/0 | M1 | MREQ |      |      | RD |    |     |     |      | 001A | ED | 001A | 0000 | 00 | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 559/1 |    |      |      | RFSH |    |    |     |     |      | 0043 | ED | 001A | 0000 | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 559/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0043 | ED | 001A | 0000 | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 560/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0043 | ED | 001A | 0000 | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 560/0 |    |      |      | RFSH |    |    |     |     |      | 0043 | ED | 001A | 0000 | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 561/1 |    |      |      |      |    |    |     |     |      | 0043 | ED | 001A | 0000 | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 561/0 |    |      |      |      |    |    |     |     |      | 0043 | ED | 001A | FFFF | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 562/1 |    |      |      |      |    |    |     |     |      | FFFF | ED | 001A | FFFF | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 562/0 |    | MREQ |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFF | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 563/1 |    | MREQ |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFF | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 563/0 |    | MREQ |      |      |    | WR |     |     |      | FFFF | 00 | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 564/1 |    | MREQ |      |      |    | WR |     |     |      | FFFF | 00 | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 564/0 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 565/1 |    |      |      |      |    |    |     |     |      | FFFE | ED | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 565/0 |    | MREQ |      |      |    |    |     |     |      | FFFE | 1A | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 566/1 |    | MREQ |      |      |    |    |     |     |      | FFFE | 1A | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 566/0 |    | MREQ |      |      |    | WR |     |     |      | FFFE | 1A | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 567/1 |    | MREQ |      |      |    | WR |     |     |      | FFFE | 1A | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
| 567/0 |    |      |      |      |    |    |     |     |      | FFFE | 1A | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | OUT (C),B    |
|                                                                                                                                                 | <- NMI SrvRtn| 568/1 | M1 |      |      |      |    |    |     |     |      | 0066 | ED | 001A | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 568/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0066 | ED | 0067 | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 569/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0066 | D9 | 0067 | FFFE | ED | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 569/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0066 | D9 | 0067 | FFFE | 00 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 570/1 |    |      |      | RFSH |    |    |     |     |      | 0044 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 570/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0044 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 571/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0044 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 571/0 |    |      |      | RFSH |    |    |     |     |      | 0044 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | EXX          |
| 572/1 | M1 |      |      |      |    |    |     |     |      | 0067 | D9 | 0067 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
| 572/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0067 | D9 | 0068 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
| 573/1 | M1 | MREQ |      |      | RD |    |     |     |      | 0067 | 21 | 0068 | FFFE | D9 | 0004 | 561E | 0059 | 56 34 | 01 00 | LD HL,0081h  |
| 573/0 | M1 | MREQ |      |      | RD |    |     |     |      | 0067 | 21 | 0068 | FFFE | 00 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 574/1 |    |      |      | RFSH |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 574/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 575/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 575/0 |    |      |      | RFSH |    |    |     |     |      | 0045 | 21 | 0068 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 576/1 |    |      |      |      |    |    |     |     |      | 0068 | 21 | 0068 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 576/0 |    | MREQ |      |      | RD |    |     |     |      | 0068 | 21 | 0069 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 577/1 |    | MREQ |      |      | RD |    |     |     |      | 0068 | 81 | 0069 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 577/0 |    | MREQ |      |      | RD |    |     |     |      | 0068 | 81 | 0069 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 578/1 |    | MREQ |      |      | RD |    |     |     |      | 0068 | 81 | 0069 | FFFE | 21 | 0004 | 5555 | 5555 | 56 34 | 01 00 | LD HL,0081h  |
| 578/0 |    |      |      |      |    |    |     |     |      | 0068 | 81 | 0069 | FFFE | 21 | 0004 | 5555 | 5581 | 56 34 | 01 00 | LD HL,0081h  |
| 579/1 |    |      |      |      |    |    |     |     |      | 0069 | 81 | 0069 | FFFE | 21 | 0004 | 5555 | 5581 | 56 34 | 01 00 | LD HL,0081h  |
| 579/0 |    | MREQ |      |      | RD |    |     |     |      | 0069 | 81 | 006A | FFFE | 21 | 0004 | 5555 | 5581 | 56 34 | 01 00 | LD HL,0081h  |
| 580/1 |    | MREQ |      |      | RD |    |     |     |      | 0069 | 00 | 006A | FFFE | 21 | 0004 | 5555 | 5581 | 56 34 | 01 00 | LD HL,0081h  |
|                                                                                                                                                 | <- set z80_nmi| 580/0 |    | MREQ |      |      | RD |    |     | MNI |      | 0069 | 00 | 006A | FFFE | 21 | 0004 | 5555 | 5581 | 56 34 | 01 00 | LD HL,0081h  |
| 581/1 |    | MREQ |      |      | RD |    |     | MNI |      | 0069 | 00 | 006A | FFFE | 21 | 0004 | 5555 | 5581 | 56 34 | 01 00 | LD HL,0081h  |
| 581/0 |    |      |      |      |    |    |     | MNI |      | 0069 | 00 | 006A | FFFE | 21 | 0004 | 5555 | 0081 | 56 34 | 01 00 | LD HL,0081h  |
| 582/1 | M1 |      |      |      |    |    |     | MNI |      | 006A | 00 | 006A | FFFE | 21 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
|                                                                                                                                                 | <- set z80_nmi| 582/0 | M1 | MREQ |      |      | RD |    |     |     |      | 006A | 00 | 006A | FFFE | 21 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 583/1 | M1 | MREQ |      |      | RD |    |     |     |      | 006A | 34 | 006A | FFFE | 21 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 583/0 | M1 | MREQ |      |      | RD |    |     |     |      | 006A | 34 | 006A | FFFE | 00 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 584/1 |    |      |      | RFSH |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 584/0 |    | MREQ |      | RFSH |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 585/1 |    | MREQ |      | RFSH |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 585/0 |    |      |      | RFSH |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 586/1 |    |      |      |      |    |    |     |     |      | 0046 | 34 | 006A | FFFE | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 586/0 |    |      |      |      |    |    |     |     |      | 0046 | 34 | 006A | FFFD | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 587/1 |    |      |      |      |    |    |     |     |      | FFFD | 34 | 006A | FFFD | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 587/0 |    | MREQ |      |      |    |    |     |     |      | FFFD | 00 | 006A | FFFD | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
| 588/1 |    | MREQ |      |      |    |    |     |     |      | FFFD | 00 | 006A | FFFD | 34 | 0004 | 5555 | 0081 | 56 34 | 01 00 | INC (HL)     |
