+------+----+------+------+------+----+----+-----+-----+------+----+------+------+----+------+------+------+----+-----+-------+--------------+
|ins/t | M1 | MREQ | IORQ | RFSH | RD | WR | INT | IFF | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   |mem | ieo | pio   | asm          |
| 51/10|    |      |      |      |    |    |     | 0,0 | 0070 | 00 | 0071 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/11|    |      |      |      |    |    |     | 0,0 | 0070 | 00 | 0071 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/12|    | MREQ |      |      |    | WR |     | 0,0 | 0080 | 02 | 0071 | FFFC | 32 | 0200 | 0010 | 0059 | 01 | 0,0 | DD,DD | LD (0080h),A |
| 51/13|    |      |      |      |    |    |     | 0,0 | 0080 | 02 | 0071 | FFFC | 32 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | LD (0080h),A |
| 52/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0071 | 02 | 0072 | FFFC | 32 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/2 |    |      |      |      |    |    |     | 0,0 | 0071 | F1 | 0072 | FFFC | F1 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0041 | F1 | 0072 | FFFC | F1 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/4 |    |      |      |      |    |    |     | 0,0 | 0041 | F1 | 0072 | FFFC | F1 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/5 |    |      |      |      |    |    |     | 0,0 | 0041 | F1 | 0072 | FFFC | F1 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/6 |    | MREQ |      |      | RD |    |     | 0,0 | FFFC | F1 | 0072 | FFFD | F1 | 0200 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/7 |    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 0072 | FFFD | F1 | 0244 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/8 |    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 0072 | FFFD | F1 | 0244 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/9 |    | MREQ |      |      | RD |    |     | 0,0 | FFFD | 44 | 0072 | FFFE | F1 | 0244 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 52/10|    |      |      |      |    |    |     | 0,0 | FFFD | DD | 0072 | FFFE | F1 | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | POP AF       |
| 53/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0072 | DD | 0073 | FFFE | F1 | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | EI           |
| 53/2 |    |      |      |      |    |    |     | 0,0 | 0072 | FB | 0073 | FFFE | FB | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | EI           |
| 53/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 0042 | FB | 0073 | FFFE | FB | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | EI           |
| 53/4 |    |      |      |      |    |    |     | 0,0 | 0042 | FB | 0073 | FFFE | FB | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | EI           |
| 54/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0073 | FB | 0074 | FFFE | FB | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/2 |    |      |      |      |    |    |     | 1,1 | 0073 | ED | 0074 | FFFE | ED | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0043 | ED | 0074 | FFFE | ED | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/4 |    |      |      |      |    |    |     | 1,1 | 0043 | ED | 0074 | FFFE | ED | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/5 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0074 | ED | 0075 | FFFE | ED | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/6 |    |      |      |      |    |    |     | 1,1 | 0074 | 4D | 0075 | FFFE | 4D | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/7 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0044 | 4D | 0075 | FFFE | 4D | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/8 |    |      |      |      |    |    |     | 1,1 | 0044 | 4D | 0075 | FFFE | 4D | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/9 |    |      |      |      |    |    |     | 1,1 | 0044 | 4D | 0075 | FFFE | 4D | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/10|    | MREQ |      |      | RD |    |     | 1,1 | FFFE | 4D | 0075 | FFFF | 4D | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/11|    |      |      |      |    |    |     | 1,1 | FFFE | 11 | 0075 | FFFF | 4D | DD44 | 0010 | 0059 | 02 | 0,0 | DD,DD | RETI         |
| 54/12|    |      |      |      |    |    |     | 1,1 | FFFE | 11 | 0075 | FFFF | 4D | DD44 | 0010 | 0059 | 02 | 1,1 | DD,DD | RETI         |
| 54/13|    | MREQ |      |      | RD |    |     | 1,1 | FFFF | 11 | 0075 | 0000 | 4D | DD44 | 0010 | 0059 | 02 | 1,1 | DD,DD | RETI         |
| 54/14|    |      |      |      |    |    |     | 1,1 | FFFF | 00 | 0011 | 0000 | 4D | DD44 | 0010 | 0059 | 02 | 1,1 | DD,DD | RETI         |
| 55/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | 00 | 0012 | 0000 | 4D | DD44 | 0010 | 0059 | 02 | 1,1 | DD,DD | IN A,(1Ch)   |
|                                                                                                                                            | <- set z80pio_pa| 55/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0045 | DB | 0012 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/4 |    |      |      |      |    |    |     | 1,1 | 0045 | DB | 0012 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/5 |    |      |      |      |    |    |     | 1,1 | 0045 | DB | 0012 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0012 | DB | 0013 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/7 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/8 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/9 |    |      |      |      |    |    |     | 1,1 | 0012 | 1C | 0013 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/10|    |      | IORQ |      | RD |    |     | 1,1 | DD1C | 1C | 0013 | 0000 | DB | DD44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 55/11|    |      |      |      |    |    |     | 1,1 | DD1C | EE | 0013 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | IN A,(1Ch)   |
| 56/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0013 | EE | 0014 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/2 |    |      |      |      |    |    |     | 1,1 | 0013 | D3 | 0014 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0046 | D3 | 0014 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/4 |    |      |      |      |    |    |     | 1,1 | 0046 | D3 | 0014 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/5 |    |      |      |      |    |    |     | 1,1 | 0046 | D3 | 0014 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0014 | D3 | 0015 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/7 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/8 |    |      |      |      |    |    |     | 1,1 | 0014 | 1E | 0015 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/9 |    |      | IORQ |      |    | WR |     | 1,1 | EE1E | EE | 0015 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,DD | OUT (1Eh),A  |
| 56/10|    |      |      |      |    |    |     | 1,1 | EE1E | EE | 0015 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | OUT (1Eh),A  |
| 56/11|    |      |      |      |    |    |     | 1,1 | EE1E | EE | 0015 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | OUT (1Eh),A  |
| 57/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0015 | EE | 0016 | 0000 | D3 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/2 |    |      |      |      |    |    |     | 1,1 | 0015 | 18 | 0016 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0047 | 18 | 0016 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/4 |    |      |      |      |    |    |     | 1,1 | 0047 | 18 | 0016 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/5 |    |      |      |      |    |    |     | 1,1 | 0047 | 18 | 0016 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/6 |    | MREQ |      |      | RD |    |     | 1,1 | 0016 | 18 | 0017 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/7 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0017 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/8 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/9 |    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/10|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/11|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 57/12|    |      |      |      |    |    |     | 1,1 | 0016 | FA | 0011 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | JR 0011h     |
| 58/1 | M1 | MREQ |      |      | RD |    |     | 1,1 | 0011 | FA | 0012 | 0000 | 18 | EE44 | 0010 | 0059 | 02 | 1,1 | EE,EE | IN A,(1Ch)   |
|                                                                                                                                            | <- set z80pio_pa| 58/2 |    |      |      |      |    |    |     | 1,1 | 0011 | DB | 0012 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 1,1 | FF,EE | IN A,(1Ch)   |
| 58/3 |    | MREQ |      | RFSH |    |    |     | 1,1 | 0048 | DB | 0012 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 1,1 | FF,EE | IN A,(1Ch)   |
| 58/4 |    |      |      |      |    |    |     | 1,1 | 0048 | DB | 0012 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 1,1 | FF,EE | IN A,(1Ch)   |
| 58/5 |    |      |      |      |    |    | INT | 1,1 | 0048 | DB | 0012 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/6 |    | MREQ |      |      | RD |    | INT | 1,1 | 0012 | DB | 0013 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/7 |    |      |      |      |    |    | INT | 1,1 | 0012 | 1C | 0013 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/8 |    |      |      |      |    |    | INT | 1,1 | 0012 | 1C | 0013 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/9 |    |      |      |      |    |    | INT | 1,1 | 0012 | 1C | 0013 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/10|    |      | IORQ |      | RD |    | INT | 1,1 | EE1C | 1C | 0013 | 0000 | DB | EE44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/11|    |      |      |      |    |    | INT | 1,1 | EE1C | FF | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/12|    |      |      |      |    |    | INT | 1,1 | EE1C | FF | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/13|    |      |      |      |    |    | INT | 0,0 | EE1C | FF | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/14| M1 |      | IORQ |      |    |    | INT | 0,0 | EE1C | FF | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/15|    |      |      |      |    |    |     | 0,0 | EE1C | 48 | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/16|    | MREQ |      | RFSH |    |    |     | 0,0 | 0049 | 48 | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/17|    |      |      |      |    |    |     | 0,0 | 0049 | 48 | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/18|    |      |      |      |    |    |     | 0,0 | 0049 | 48 | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/19|    |      |      |      |    |    |     | 0,0 | 0049 | 48 | 0013 | 0000 | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/20|    | MREQ |      |      |    | WR |     | 0,0 | FFFF | 00 | 0013 | FFFF | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/21|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 0013 | FFFF | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/22|    |      |      |      |    |    |     | 0,0 | FFFF | 00 | 0013 | FFFF | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/23|    | MREQ |      |      |    | WR |     | 0,0 | FFFE | 13 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/24|    |      |      |      |    |    |     | 0,0 | FFFE | 13 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/25|    |      |      |      |    |    |     | 0,0 | FFFE | 13 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/26|    | MREQ |      |      | RD |    |     | 0,0 | 0048 | 13 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/27|    |      |      |      |    |    |     | 0,0 | 0048 | 69 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/28|    |      |      |      |    |    |     | 0,0 | 0048 | 69 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/29|    | MREQ |      |      | RD |    |     | 0,0 | 0049 | 69 | 0013 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 58/30|    |      |      |      |    |    |     | 0,0 | 0049 | 00 | 0069 | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | IN A,(1Ch)   |
| 59/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0069 | 00 | 006A | FFFE | DB | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/2 |    |      |      |      |    |    |     | 0,0 | 0069 | F5 | 006A | FFFE | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 004A | F5 | 006A | FFFE | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/4 |    |      |      |      |    |    |     | 0,0 | 004A | F5 | 006A | FFFE | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/5 |    |      |      |      |    |    |     | 0,0 | 004A | F5 | 006A | FFFE | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/6 |    |      |      |      |    |    |     | 0,0 | 004A | F5 | 006A | FFFE | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/7 |    | MREQ |      |      |    | WR |     | 0,0 | FFFD | FF | 006A | FFFD | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/8 |    |      |      |      |    |    |     | 0,0 | FFFD | FF | 006A | FFFD | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/9 |    |      |      |      |    |    |     | 0,0 | FFFD | FF | 006A | FFFD | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/10|    | MREQ |      |      |    | WR |     | 0,0 | FFFC | 44 | 006A | FFFC | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 59/11|    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 006A | FFFC | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | PUSH AF      |
| 60/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006A | 44 | 006B | FFFC | F5 | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/2 |    |      |      |      |    |    |     | 0,0 | 006A | 3A | 006B | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 004B | 3A | 006B | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/4 |    |      |      |      |    |    |     | 0,0 | 004B | 3A | 006B | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/5 |    |      |      |      |    |    |     | 0,0 | 004B | 3A | 006B | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/6 |    | MREQ |      |      | RD |    |     | 0,0 | 006B | 3A | 006C | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/7 |    |      |      |      |    |    |     | 0,0 | 006B | 80 | 006C | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/8 |    |      |      |      |    |    |     | 0,0 | 006B | 80 | 006C | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/9 |    | MREQ |      |      | RD |    |     | 0,0 | 006C | 80 | 006D | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/10|    |      |      |      |    |    |     | 0,0 | 006C | 00 | 006D | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/11|    |      |      |      |    |    |     | 0,0 | 006C | 00 | 006D | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/12|    | MREQ |      |      | RD |    |     | 0,0 | 0080 | 00 | 006D | FFFC | 3A | FF44 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 60/13|    |      |      |      |    |    |     | 0,0 | 0080 | 02 | 006D | FFFC | 3A | 0244 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD A,(0080h) |
| 61/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006D | 02 | 006E | FFFC | 3A | 0244 | 0010 | 0059 | 02 | 0,0 | FF,EE | INC A        |
| 61/2 |    |      |      |      |    |    |     | 0,0 | 006D | 3C | 006E | FFFC | 3C | 0244 | 0010 | 0059 | 02 | 0,0 | FF,EE | INC A        |
| 61/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 004C | 3C | 006E | FFFC | 3C | 0244 | 0010 | 0059 | 02 | 0,0 | FF,EE | INC A        |
| 61/4 |    |      |      |      |    |    |     | 0,0 | 004C | 3C | 006E | FFFC | 3C | 0244 | 0010 | 0059 | 02 | 0,0 | FF,EE | INC A        |
| 62/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 006E | 3C | 006F | FFFC | 3C | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/2 |    |      |      |      |    |    |     | 0,0 | 006E | 32 | 006F | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 004D | 32 | 006F | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/4 |    |      |      |      |    |    |     | 0,0 | 004D | 32 | 006F | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/5 |    |      |      |      |    |    |     | 0,0 | 004D | 32 | 006F | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/6 |    | MREQ |      |      | RD |    |     | 0,0 | 006F | 32 | 0070 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/7 |    |      |      |      |    |    |     | 0,0 | 006F | 80 | 0070 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/8 |    |      |      |      |    |    |     | 0,0 | 006F | 80 | 0070 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/9 |    | MREQ |      |      | RD |    |     | 0,0 | 0070 | 80 | 0071 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/10|    |      |      |      |    |    |     | 0,0 | 0070 | 00 | 0071 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/11|    |      |      |      |    |    |     | 0,0 | 0070 | 00 | 0071 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/12|    | MREQ |      |      |    | WR |     | 0,0 | 0080 | 03 | 0071 | FFFC | 32 | 0300 | 0010 | 0059 | 02 | 0,0 | FF,EE | LD (0080h),A |
| 62/13|    |      |      |      |    |    |     | 0,0 | 0080 | 03 | 0071 | FFFC | 32 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | LD (0080h),A |
| 63/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0071 | 03 | 0072 | FFFC | 32 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/2 |    |      |      |      |    |    |     | 0,0 | 0071 | F1 | 0072 | FFFC | F1 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 004E | F1 | 0072 | FFFC | F1 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/4 |    |      |      |      |    |    |     | 0,0 | 004E | F1 | 0072 | FFFC | F1 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/5 |    |      |      |      |    |    |     | 0,0 | 004E | F1 | 0072 | FFFC | F1 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/6 |    | MREQ |      |      | RD |    |     | 0,0 | FFFC | F1 | 0072 | FFFD | F1 | 0300 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/7 |    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 0072 | FFFD | F1 | 0344 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/8 |    |      |      |      |    |    |     | 0,0 | FFFC | 44 | 0072 | FFFD | F1 | 0344 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/9 |    | MREQ |      |      | RD |    |     | 0,0 | FFFD | 44 | 0072 | FFFE | F1 | 0344 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 63/10|    |      |      |      |    |    |     | 0,0 | FFFD | FF | 0072 | FFFE | F1 | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | POP AF       |
| 64/1 | M1 | MREQ |      |      | RD |    |     | 0,0 | 0072 | FF | 0073 | FFFE | F1 | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | EI           |
| 64/2 |    |      |      |      |    |    |     | 0,0 | 0072 | FB | 0073 | FFFE | FB | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | EI           |
| 64/3 |    | MREQ |      | RFSH |    |    |     | 0,0 | 004F | FB | 0073 | FFFE | FB | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | EI           |
| 64/4 |    |      |      |      |    |    |     | 0,0 | 004F | FB | 0073 | FFFE | FB | FF44 | 0010 | 0059 | 03 | 0,0 | FF,EE | EI           |
