+-------+----+------+------+------+----+----+-----+-----+------+------+----+------+------+----+------+------+------+-------+-------+--------------+
| Tick  | M1 | MREQ | IORQ | RFSH | RD | WR | INT | NMI | IFF1 | AB   | DB | PC   | SP   | IR | AF   | BC   | HL   | Io    | Mem   | Asm          |
|   660 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 45 | 006E | FFFF | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   661 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 1A | 006E | FFFF | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   662 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 1A | 006E | FFFF | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   663 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 1A | 006E | 0000 | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   664 |    |      |      |      |    |    |     |     | IFF1 | FFFF | 00 | 001A | 0000 | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | RETN         |
|   665 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | 00 | 001B | 0000 | 45 | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   666 |    |      |      |      |    |    |     |     | IFF1 | 001A | ED | 001B | 0000 | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   667 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0051 | ED | 001B | 0000 | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   668 |    |      |      |      |    |    |     |     | IFF1 | 0051 | ED | 001B | 0000 | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   669 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   670 |    |      |      |      |    |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   671 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0052 | 41 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   672 |    |      |      |      |    |    |     |     | IFF1 | 0052 | 41 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   673 |    |      |      |      |    |    |     |     | IFF1 | 0052 | 41 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   674 |    |      | IORQ |      |    | WR |     |     | IFF1 | 561E | 56 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 34 | 01 02 | OUT (C),B    |
|   675 |    |      |      |      |    |    |     |     | IFF1 | 561E | 56 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 56 | 01 02 | OUT (C),B    |
|   676 |    |      |      |      |    |    |     |     | IFF1 | 561E | 56 | 001C | 0000 | 41 | 0000 | 561E | 0081 | 56 56 | 01 02 | OUT (C),B    |
|   677 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 56 | 001D | 0000 | 41 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   678 |    |      |      |      |    |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   679 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0053 | 18 | 001D | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   680 |    |      |      |      |    |    |     |     | IFF1 | 0053 | 18 | 001D | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   681 |    |      |      |      |    |    |     |     | IFF1 | 0053 | 18 | 001D | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   682 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   683 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   684 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   685 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   686 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   687 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   688 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | JR 0014h     |
|   689 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0014 | F6 | 0015 | 0000 | 18 | 0000 | 561E | 0081 | 56 56 | 01 02 | LD C,1Ch     |
|                                                                                                                                                 | <- set io|   690 |    |      |      |      |    |    |     |     | IFF1 | 0014 | 0E | 0015 | 0000 | 0E | 0000 | 561E | 0081 | 78 56 | 01 02 | LD C,1Ch     |
|   691 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0054 | 0E | 0015 | 0000 | 0E | 0000 | 561E | 0081 | 78 56 | 01 02 | LD C,1Ch     |
|   692 |    |      |      |      |    |    |     |     | IFF1 | 0054 | 0E | 0015 | 0000 | 0E | 0000 | 561E | 0081 | 78 56 | 01 02 | LD C,1Ch     |
|   693 |    |      |      |      |    |    |     |     | IFF1 | 0054 | 0E | 0015 | 0000 | 0E | 0000 | 561E | 0081 | 78 56 | 01 02 | LD C,1Ch     |
|   694 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0015 | 0E | 0016 | 0000 | 0E | 0000 | 561E | 0081 | 78 56 | 01 02 | LD C,1Ch     |
|   695 |    |      |      |      |    |    |     |     | IFF1 | 0015 | 1C | 0016 | 0000 | 0E | 0000 | 561C | 0081 | 78 56 | 01 02 | LD C,1Ch     |
|   696 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0016 | 1C | 0017 | 0000 | 0E | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   697 |    |      |      |      |    |    |     |     | IFF1 | 0016 | ED | 0017 | 0000 | ED | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   698 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0055 | ED | 0017 | 0000 | ED | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   699 |    |      |      |      |    |    |     |     | IFF1 | 0055 | ED | 0017 | 0000 | ED | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   700 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0017 | ED | 0018 | 0000 | ED | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   701 |    |      |      |      |    |    |     |     | IFF1 | 0017 | 40 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   702 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0056 | 40 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   703 |    |      |      |      |    |    |     |     | IFF1 | 0056 | 40 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   704 |    |      |      |      |    |    |     |     | IFF1 | 0056 | 40 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   705 |    |      |      |      |    |    |     |     | IFF1 | 0056 | 40 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   706 |    |      | IORQ |      | RD |    |     |     | IFF1 | 561C | 40 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   707 |    |      |      |      |    |    |     |     | IFF1 | 561C | 78 | 0018 | 0000 | 40 | 0000 | 561C | 0081 | 78 56 | 01 02 | IN B,(C)     |
|   708 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0018 | 78 | 0019 | 0000 | 40 | 002C | 781C | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   709 |    |      |      |      |    |    |     |     | IFF1 | 0018 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   710 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0057 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   711 |    |      |      |      |    |    |     |     | IFF1 | 0057 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   712 |    |      |      |      |    |    |     |     | IFF1 | 0057 | 0E | 0019 | 0000 | 0E | 002C | 781C | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   713 |    | MREQ |      |      | RD |    |     |     | IFF1 | 0019 | 0E | 001A | 0000 | 0E | 002C | 781C | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|                                                                                                                                                 | <- set z80_int|   714 |    |      |      |      |    |    | INT |     | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   715 |    |      |      |      |    |    | INT |     | IFF1 | 0019 | 1E | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   716 |    |      |      |      |    |    | INT |     |      | 0019 | 1E | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   717 | M1 |      | IORQ |      |    |    | INT |     |      | 0019 | 1E | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   718 |    |      |      |      |    |    |     |     |      | 0019 | 48 | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   719 |    | MREQ |      | RFSH |    |    |     |     |      | 0058 | 48 | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   720 |    |      |      |      |    |    |     |     |      | 0058 | 48 | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   721 |    |      |      |      |    |    |     |     |      | 0058 | 48 | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   722 |    |      |      |      |    |    |     |     |      | 0058 | 48 | 001A | 0000 | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   723 |    | MREQ |      |      |    | WR |     |     |      | FFFF | 00 | 001A | FFFF | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   724 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFF | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   725 |    |      |      |      |    |    |     |     |      | FFFF | 00 | 001A | FFFF | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   726 |    | MREQ |      |      |    | WR |     |     |      | FFFE | 1A | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   727 |    |      |      |      |    |    |     |     |      | FFFE | 1A | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   728 |    |      |      |      |    |    |     |     |      | FFFE | 1A | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   729 |    | MREQ |      |      | RD |    |     |     |      | 0048 | 1A | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   730 |    |      |      |      |    |    |     |     |      | 0048 | 6E | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   731 |    |      |      |      |    |    |     |     |      | 0048 | 6E | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   732 |    | MREQ |      |      | RD |    |     |     |      | 0049 | 6E | 001A | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|   733 |    |      |      |      |    |    |     |     |      | 0049 | 00 | 006E | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | LD C,1Eh     |
|                                                                                                                                                 | <- INT SrvRtn|   734 | M1 | MREQ |      |      | RD |    |     |     |      | 006E | 00 | 006F | FFFE | 0E | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   735 |    |      |      |      |    |    |     |     |      | 006E | F5 | 006F | FFFE | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   736 |    | MREQ |      | RFSH |    |    |     |     |      | 0059 | F5 | 006F | FFFE | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   737 |    |      |      |      |    |    |     |     |      | 0059 | F5 | 006F | FFFE | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   738 |    |      |      |      |    |    |     |     |      | 0059 | F5 | 006F | FFFE | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   739 |    |      |      |      |    |    |     |     |      | 0059 | F5 | 006F | FFFE | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   740 |    | MREQ |      |      |    | WR |     |     |      | FFFD | 00 | 006F | FFFD | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   741 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006F | FFFD | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   742 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 006F | FFFD | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   743 |    | MREQ |      |      |    | WR |     |     |      | FFFC | 2C | 006F | FFFC | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   744 |    |      |      |      |    |    |     |     |      | FFFC | 2C | 006F | FFFC | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | PUSH AF      |
|   745 | M1 | MREQ |      |      | RD |    |     |     |      | 006F | 2C | 0070 | FFFC | F5 | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   746 |    |      |      |      |    |    |     |     |      | 006F | 3A | 0070 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   747 |    | MREQ |      | RFSH |    |    |     |     |      | 005A | 3A | 0070 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   748 |    |      |      |      |    |    |     |     |      | 005A | 3A | 0070 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   749 |    |      |      |      |    |    |     |     |      | 005A | 3A | 0070 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   750 |    | MREQ |      |      | RD |    |     |     |      | 0070 | 3A | 0071 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   751 |    |      |      |      |    |    |     |     |      | 0070 | 80 | 0071 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   752 |    |      |      |      |    |    |     |     |      | 0070 | 80 | 0071 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   753 |    | MREQ |      |      | RD |    |     |     |      | 0071 | 80 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   754 |    |      |      |      |    |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   755 |    |      |      |      |    |    |     |     |      | 0071 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   756 |    | MREQ |      |      | RD |    |     |     |      | 0080 | 00 | 0072 | FFFC | 3A | 002C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   757 |    |      |      |      |    |    |     |     |      | 0080 | 01 | 0072 | FFFC | 3A | 012C | 781E | 0081 | 78 56 | 01 02 | LD A,(0080h) |
|   758 | M1 | MREQ |      |      | RD |    |     |     |      | 0072 | 01 | 0073 | FFFC | 3A | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
|   759 |    |      |      |      |    |    |     |     |      | 0072 | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
|   760 |    | MREQ |      | RFSH |    |    |     |     |      | 005B | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
|   761 |    |      |      |      |    |    |     |     |      | 005B | 3C | 0073 | FFFC | 3C | 012C | 781E | 0081 | 78 56 | 01 02 | INC A        |
|   762 | M1 | MREQ |      |      | RD |    |     |     |      | 0073 | 3C | 0074 | FFFC | 3C | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   763 |    |      |      |      |    |    |     |     |      | 0073 | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   764 |    | MREQ |      | RFSH |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   765 |    |      |      |      |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   766 |    |      |      |      |    |    |     |     |      | 005C | 32 | 0074 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   767 |    | MREQ |      |      | RD |    |     |     |      | 0074 | 32 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   768 |    |      |      |      |    |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   769 |    |      |      |      |    |    |     |     |      | 0074 | 80 | 0075 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   770 |    | MREQ |      |      | RD |    |     |     |      | 0075 | 80 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   771 |    |      |      |      |    |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   772 |    |      |      |      |    |    |     |     |      | 0075 | 00 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   773 |    | MREQ |      |      |    | WR |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 01 02 | LD (0080h),A |
|   774 |    |      |      |      |    |    |     |     |      | 0080 | 02 | 0076 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | LD (0080h),A |
|   775 | M1 | MREQ |      |      | RD |    |     |     |      | 0076 | 02 | 0077 | FFFC | 32 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   776 |    |      |      |      |    |    |     |     |      | 0076 | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   777 |    | MREQ |      | RFSH |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   778 |    |      |      |      |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   779 |    |      |      |      |    |    |     |     |      | 005D | F1 | 0077 | FFFC | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   780 |    | MREQ |      |      | RD |    |     |     |      | FFFC | F1 | 0077 | FFFD | F1 | 0200 | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   781 |    |      |      |      |    |    |     |     |      | FFFC | 2C | 0077 | FFFD | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   782 |    |      |      |      |    |    |     |     |      | FFFC | 2C | 0077 | FFFD | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   783 |    | MREQ |      |      | RD |    |     |     |      | FFFD | 2C | 0077 | FFFE | F1 | 022C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   784 |    |      |      |      |    |    |     |     |      | FFFD | 00 | 0077 | FFFE | F1 | 002C | 781E | 0081 | 78 56 | 02 02 | POP AF       |
|   785 | M1 | MREQ |      |      | RD |    |     |     |      | 0077 | 00 | 0078 | FFFE | F1 | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
|   786 |    |      |      |      |    |    |     |     |      | 0077 | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
|   787 |    | MREQ |      | RFSH |    |    |     |     |      | 005E | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
|   788 |    |      |      |      |    |    |     |     |      | 005E | FB | 0078 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | EI           |
|   789 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0078 | FB | 0079 | FFFE | FB | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   790 |    |      |      |      |    |    |     |     | IFF1 | 0078 | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   791 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 005F | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   792 |    |      |      |      |    |    |     |     | IFF1 | 005F | ED | 0079 | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   793 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 0079 | ED | 007A | FFFE | ED | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   794 |    |      |      |      |    |    |     |     | IFF1 | 0079 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   795 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   796 |    |      |      |      |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   797 |    |      |      |      |    |    |     |     | IFF1 | 0060 | 4D | 007A | FFFE | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   798 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFE | 4D | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   799 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   800 |    |      |      |      |    |    |     |     | IFF1 | FFFE | 1A | 007A | FFFF | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   801 |    | MREQ |      |      | RD |    |     |     | IFF1 | FFFF | 1A | 007A | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   802 |    |      |      |      |    |    |     |     | IFF1 | FFFF | 00 | 001A | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | RETI         |
|   803 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001A | 00 | 001B | 0000 | 4D | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   804 |    |      |      |      |    |    |     |     | IFF1 | 001A | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   805 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0061 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   806 |    |      |      |      |    |    |     |     | IFF1 | 0061 | ED | 001B | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   807 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001B | ED | 001C | 0000 | ED | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   808 |    |      |      |      |    |    |     |     | IFF1 | 001B | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   809 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   810 |    |      |      |      |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   811 |    |      |      |      |    |    |     |     | IFF1 | 0062 | 41 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   812 |    |      | IORQ |      |    | WR |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 56 | 02 02 | OUT (C),B    |
|   813 |    |      |      |      |    |    |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   814 |    |      |      |      |    |    |     |     | IFF1 | 781E | 78 | 001C | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | OUT (C),B    |
|   815 | M1 | MREQ |      |      | RD |    |     |     | IFF1 | 001C | 78 | 001D | 0000 | 41 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   816 |    |      |      |      |    |    |     |     | IFF1 | 001C | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   817 |    | MREQ |      | RFSH |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   818 |    |      |      |      |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   819 |    |      |      |      |    |    |     |     | IFF1 | 0063 | 18 | 001D | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   820 |    | MREQ |      |      | RD |    |     |     | IFF1 | 001D | 18 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   821 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 001E | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   822 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
|   823 |    |      |      |      |    |    |     |     | IFF1 | 001D | F6 | 0014 | 0000 | 18 | 002C | 781E | 0081 | 78 78 | 02 02 | JR 0014h     |
